Date.Full,Show.Name,Show.Type,Statistics.Attendance,Statistics.Performances
3/9/2014,Rocky,Musical,9581,0
3/9/2014,The Book Of Mormon,Musical,8752,8
3/9/2014,The Bridges Of Madison County,Musical,6522,8
3/9/2014,The Lion King,Musical,13312,8
3/9/2014,The Phantom Of The Opera,Musical,10326,8
3/9/2014,Wicked,Musical,14782,8
3/16/2014,A Gentleman'S Guide To Love And Murder,Musical,5557,8
3/16/2014,After Midnight,Musical,5571,8
3/16/2014,Aladdin,Musical,12035,0
3/16/2014,Beautiful,Musical,7658,8
3/16/2014,Bullets Over Broadway,Musical,9050,0
3/16/2014,Chicago,Musical,6756,8
3/16/2014,Cinderella,Musical,11127,8
3/16/2014,If/Then,Musical,8796,0
3/16/2014,Jersey Boys,Musical,7200,8
3/16/2014,Kinky Boots,Musical,10267,8
3/16/2014,Les Miserables '14,Musical,9397,0
3/16/2014,Mamma Mia!,Musical,6500,8
3/16/2014,Matilda,Musical,11451,8
3/16/2014,Motown The Musical,Musical,10745,8
3/16/2014,Newsies,Musical,9114,8
3/16/2014,Once,Musical,6297,8
3/16/2014,Pippin,Musical,7087,8
3/16/2014,Rock Of Ages,Musical,4310,8
3/16/2014,Rocky,Musical,10182,4
3/16/2014,The Book Of Mormon,Musical,8752,8
3/16/2014,The Bridges Of Madison County,Musical,6418,8
3/16/2014,The Lion King,Musical,13598,8
3/16/2014,The Phantom Of The Opera,Musical,11214,8
3/16/2014,Wicked,Musical,14686,8
3/23/2014,A Gentleman'S Guide To Love And Murder,Musical,5880,8
3/23/2014,After Midnight,Musical,7555,8
3/23/2014,Aladdin,Musical,13782,5
3/23/2014,Beautiful,Musical,6973,8
3/23/2014,Bullets Over Broadway,Musical,10508,0
3/23/2014,Cabaret '14,Musical,2694,0
3/23/2014,Chicago,Musical,6944,8
3/23/2014,Cinderella,Musical,11245,8
3/23/2014,If/Then,Musical,9854,0
3/23/2014,Jersey Boys,Musical,7169,8
3/23/2014,Kinky Boots,Musical,11101,8
3/23/2014,Les Miserables '14,Musical,10931,1
3/23/2014,Mamma Mia!,Musical,6915,8
3/23/2014,Matilda,Musical,11519,8
3/23/2014,Motown The Musical,Musical,10359,8
3/23/2014,Newsies,Musical,9384,8
3/23/2014,Once,Musical,6201,8
3/23/2014,Pippin,Musical,7342,8
3/23/2014,Rock Of Ages,Musical,4415,8
3/23/2014,Rocky,Musical,9746,8
3/23/2014,The Book Of Mormon,Musical,8752,8
3/23/2014,The Bridges Of Madison County,Musical,5329,8
3/23/2014,The Lion King,Musical,13575,8
3/23/2014,The Phantom Of The Opera,Musical,11368,8
3/23/2014,Wicked,Musical,15318,8
3/30/2014,A Gentleman'S Guide To Love And Murder,Musical,5879,8
3/30/2014,After Midnight,Musical,7378,8
3/30/2014,Aladdin,Musical,13783,8
3/30/2014,Beautiful,Musical,6610,8
3/30/2014,Bullets Over Broadway,Musical,11806,0
3/30/2014,Cabaret '14,Musical,5069,0
3/30/2014,Chicago,Musical,7559,8
3/30/2014,Cinderella,Musical,11953,8
3/30/2014,Hedwig And The Angry Inch,Musical,1016,0
3/30/2014,If/Then,Musical,9897,1
3/30/2014,Jersey Boys,Musical,7700,8
3/30/2014,Kinky Boots,Musical,10995,8
3/30/2014,Les Miserables '14,Musical,10736,8
3/30/2014,Mamma Mia!,Musical,8032,8
3/30/2014,Matilda,Musical,11524,8
3/30/2014,Motown The Musical,Musical,11075,8
3/30/2014,Newsies,Musical,9333,8
3/30/2014,Once,Musical,6320,8
3/30/2014,Pippin,Musical,7384,8
3/30/2014,Rock Of Ages,Musical,4496,8
3/30/2014,Rocky,Musical,9178,8
3/30/2014,The Book Of Mormon,Musical,8752,8
3/30/2014,The Bridges Of Madison County,Musical,4920,8
3/30/2014,The Lion King,Musical,13603,8
3/30/2014,The Phantom Of The Opera,Musical,12439,8
3/30/2014,Violet,Musical,2805,0
3/30/2014,Wicked,Musical,15423,8
4/6/2014,A Gentleman'S Guide To Love And Murder,Musical,5332,8
4/6/2014,After Midnight,Musical,5511,8
4/6/2014,Aladdin,Musical,13779,8
4/6/2014,Beautiful,Musical,7298,8
4/6/2014,Bullets Over Broadway,Musical,11210,0
4/6/2014,Cabaret '14,Musical,6257,0
4/6/2014,Chicago,Musical,6213,8
4/6/2014,Cinderella,Musical,10502,8
4/6/2014,Hedwig And The Angry Inch,Musical,5968,0
4/6/2014,If/Then,Musical,9419,8
4/6/2014,Jersey Boys,Musical,6458,8
4/6/2014,Kinky Boots,Musical,10380,8
4/6/2014,Les Miserables '14,Musical,10377,8
4/6/2014,Mamma Mia!,Musical,6856,8
4/6/2014,Matilda,Musical,11243,8
4/6/2014,Motown The Musical,Musical,10318,8
4/6/2014,Newsies,Musical,8795,8
4/6/2014,Once,Musical,5607,8
4/6/2014,Pippin,Musical,6429,8
4/6/2014,Rock Of Ages,Musical,4223,8
4/6/2014,Rocky,Musical,8485,8
4/6/2014,The Book Of Mormon,Musical,8750,8
4/6/2014,The Bridges Of Madison County,Musical,4707,8
4/6/2014,The Lion King,Musical,13362,8
4/6/2014,The Phantom Of The Opera,Musical,10966,8
4/6/2014,Violet,Musical,4963,0
4/6/2014,Wicked,Musical,14901,8
4/13/2014,A Gentleman'S Guide To Love And Murder,Musical,5122,8
4/13/2014,After Midnight,Musical,5568,8
4/13/2014,Aladdin,Musical,13786,8
4/13/2014,Beautiful,Musical,7669,8
4/13/2014,Bullets Over Broadway,Musical,11221,4
4/13/2014,Cabaret '14,Musical,6823,0
4/13/2014,Chicago,Musical,7070,8
4/13/2014,Cinderella,Musical,11425,8
4/13/2014,Hedwig And The Angry Inch,Musical,7048,0
4/13/2014,If/Then,Musical,9295,8
4/13/2014,Jersey Boys,Musical,6741,8
4/13/2014,Kinky Boots,Musical,10769,8
4/13/2014,Les Miserables '14,Musical,10126,8
4/13/2014,Mamma Mia!,Musical,7442,8
4/13/2014,Matilda,Musical,11368,8
4/13/2014,Motown The Musical,Musical,10425,8
4/13/2014,Newsies,Musical,8701,8
4/13/2014,Once,Musical,5333,8
4/13/2014,Pippin,Musical,6307,8
4/13/2014,Rock Of Ages,Musical,4227,8
4/13/2014,Rocky,Musical,8773,8
4/13/2014,The Book Of Mormon,Musical,8752,8
4/13/2014,The Bridges Of Madison County,Musical,4424,8
4/13/2014,The Lion King,Musical,13602,8
4/13/2014,The Phantom Of The Opera,Musical,11535,8
4/13/2014,Violet,Musical,5080,0
4/13/2014,Wicked,Musical,15275,8
4/20/2014,A Gentleman'S Guide To Love And Murder,Musical,6201,8
4/20/2014,After Midnight,Musical,7112,8
4/20/2014,Aladdin,Musical,13797,8
4/20/2014,Beautiful,Musical,8147,8
4/20/2014,Bullets Over Broadway,Musical,11730,8
4/20/2014,Cabaret '14,Musical,7094,0
4/20/2014,Chicago,Musical,8275,8
4/20/2014,Cinderella,Musical,13529,8
4/20/2014,Hedwig And The Angry Inch,Musical,7116,0
4/20/2014,If/Then,Musical,10372,8
4/20/2014,Jersey Boys,Musical,8556,8
4/20/2014,Kinky Boots,Musical,11341,8
4/20/2014,Les Miserables '14,Musical,11258,8
4/20/2014,Mamma Mia!,Musical,9472,8
4/20/2014,Matilda,Musical,11542,8
4/20/2014,Motown The Musical,Musical,11533,8
4/20/2014,Newsies,Musical,10756,9
4/20/2014,Once,Musical,7732,8
4/20/2014,Pippin,Musical,7843,8
4/20/2014,Rock Of Ages,Musical,4477,8
4/20/2014,Rocky,Musical,10654,8
4/20/2014,The Book Of Mormon,Musical,8752,8
4/20/2014,The Bridges Of Madison County,Musical,5243,8
4/20/2014,The Lion King,Musical,15304,9
4/20/2014,The Phantom Of The Opera,Musical,12759,8
4/20/2014,Violet,Musical,5879,1
4/20/2014,Wicked,Musical,17352,9
4/27/2014,A Gentleman'S Guide To Love And Murder,Musical,5702,8
4/27/2014,After Midnight,Musical,6142,8
4/27/2014,Aladdin,Musical,13790,8
4/27/2014,Beautiful,Musical,8164,8
4/27/2014,Bullets Over Broadway,Musical,10783,8
4/27/2014,Cabaret '14,Musical,7108,5
4/27/2014,Chicago,Musical,7618,8
4/27/2014,Cinderella,Musical,13362,8
4/27/2014,Hedwig And The Angry Inch,Musical,7200,6
4/27/2014,If/Then,Musical,9750,8
4/27/2014,Jersey Boys,Musical,8253,8
4/27/2014,Kinky Boots,Musical,11300,8
4/27/2014,Les Miserables '14,Musical,11099,8
4/27/2014,Mamma Mia!,Musical,9103,8
4/27/2014,Matilda,Musical,11517,8
4/27/2014,Motown The Musical,Musical,11487,8
4/27/2014,Newsies,Musical,9232,8
4/27/2014,Once,Musical,6749,8
4/27/2014,Pippin,Musical,7063,8
4/27/2014,Rock Of Ages,Musical,4278,8
4/27/2014,Rocky,Musical,8805,8
4/27/2014,The Book Of Mormon,Musical,8752,8
4/27/2014,The Bridges Of Madison County,Musical,4922,8
4/27/2014,The Lion King,Musical,13602,8
4/27/2014,The Phantom Of The Opera,Musical,10679,8
4/27/2014,Violet,Musical,5022,8
4/27/2014,Wicked,Musical,14320,8
5/4/2014,A Gentleman'S Guide To Love And Murder,Musical,6770,8
5/4/2014,After Midnight,Musical,6510,8
5/4/2014,Aladdin,Musical,13782,8
5/4/2014,Beautiful,Musical,8130,8
5/4/2014,Bullets Over Broadway,Musical,10246,8
5/4/2014,Cabaret '14,Musical,7007,8
5/4/2014,Chicago,Musical,7204,8
5/4/2014,Cinderella,Musical,8406,8
5/4/2014,Hedwig And The Angry Inch,Musical,7215,7
5/4/2014,If/Then,Musical,8928,8
5/4/2014,Jersey Boys,Musical,7189,8
5/4/2014,Kinky Boots,Musical,10914,8
5/4/2014,Les Miserables '14,Musical,10148,8
5/4/2014,Mamma Mia!,Musical,8502,8
5/4/2014,Matilda,Musical,10186,8
5/4/2014,Motown The Musical,Musical,10710,8
5/4/2014,Newsies,Musical,8038,8
5/4/2014,Once,Musical,5179,8
5/4/2014,Pippin,Musical,5698,8
5/4/2014,Rock Of Ages,Musical,4046,8
5/4/2014,Rocky,Musical,8051,8
5/4/2014,The Book Of Mormon,Musical,8747,8
5/4/2014,The Bridges Of Madison County,Musical,4729,8
5/4/2014,The Lion King,Musical,13602,8
5/4/2014,The Phantom Of The Opera,Musical,11739,8
5/4/2014,Violet,Musical,4020,8
5/4/2014,Wicked,Musical,14910,8
5/11/2014,A Gentleman'S Guide To Love And Murder,Musical,7065,8
5/11/2014,After Midnight,Musical,7493,8
5/11/2014,Aladdin,Musical,13782,8
5/11/2014,Beautiful,Musical,8259,8
5/11/2014,Bullets Over Broadway,Musical,10481,8
5/11/2014,Cabaret '14,Musical,7083,8
5/11/2014,Chicago,Musical,7244,8
5/11/2014,Cinderella,Musical,9536,8
5/11/2014,Hedwig And The Angry Inch,Musical,7210,7
5/11/2014,If/Then,Musical,9408,8
5/11/2014,Jersey Boys,Musical,7436,8
5/11/2014,Kinky Boots,Musical,5524,4
5/11/2014,Les Miserables '14,Musical,10028,8
5/11/2014,Mamma Mia!,Musical,7881,8
5/11/2014,Matilda,Musical,10217,8
5/11/2014,Motown The Musical,Musical,11032,8
5/11/2014,Newsies,Musical,8132,8
5/11/2014,Once,Musical,5369,8
5/11/2014,Pippin,Musical,6784,8
5/11/2014,Rock Of Ages,Musical,3701,8
5/11/2014,Rocky,Musical,8795,8
5/11/2014,The Book Of Mormon,Musical,8752,8
5/11/2014,The Bridges Of Madison County,Musical,6221,8
5/11/2014,The Lion King,Musical,11904,7
5/11/2014,The Phantom Of The Opera,Musical,10886,8
5/11/2014,Violet,Musical,5014,8
5/11/2014,Wicked,Musical,14711,8
5/18/2014,A Gentleman'S Guide To Love And Murder,Musical,7261,8
5/18/2014,After Midnight,Musical,7096,8
5/18/2014,Aladdin,Musical,13788,8
5/18/2014,Beautiful,Musical,8272,8
5/18/2014,Bullets Over Broadway,Musical,10071,8
5/18/2014,Cabaret '14,Musical,6817,8
5/18/2014,Chicago,Musical,6231,8
5/18/2014,Cinderella,Musical,9420,8
5/18/2014,Hedwig And The Angry Inch,Musical,7214,7
5/18/2014,If/Then,Musical,8547,8
5/18/2014,Jersey Boys,Musical,7808,8
5/18/2014,Kinky Boots,Musical,11307,8
5/18/2014,Les Miserables '14,Musical,10698,8
5/18/2014,Mamma Mia!,Musical,7784,8
5/18/2014,Matilda,Musical,10404,8
5/18/2014,Motown The Musical,Musical,10854,8
5/18/2014,Newsies,Musical,8084,8
5/18/2014,Once,Musical,5781,8
5/18/2014,Pippin,Musical,6684,8
5/18/2014,Rock Of Ages,Musical,4045,8
5/18/2014,Rocky,Musical,9098,8
5/18/2014,The Book Of Mormon,Musical,8752,8
5/18/2014,The Bridges Of Madison County,Musical,8015,8
5/18/2014,The Lion King,Musical,13530,8
5/18/2014,The Phantom Of The Opera,Musical,11656,8
5/18/2014,Violet,Musical,5226,8
5/18/2014,Wicked,Musical,15036,8
5/25/2014,A Gentleman'S Guide To Love And Murder,Musical,7343,8
5/25/2014,After Midnight,Musical,6895,8
5/25/2014,Aladdin,Musical,13787,8
5/25/2014,Beautiful,Musical,8243,8
5/25/2014,Bullets Over Broadway,Musical,10091,8
5/25/2014,Cabaret '14,Musical,7140,8
5/25/2014,Chicago,Musical,7636,8
5/25/2014,Cinderella,Musical,11416,8
5/25/2014,Hedwig And The Angry Inch,Musical,7210,7
5/25/2014,If/Then,Musical,8796,8
5/25/2014,Jersey Boys,Musical,8305,8
5/25/2014,Kinky Boots,Musical,11408,8
5/25/2014,Les Miserables '14,Musical,10718,8
5/25/2014,Mamma Mia!,Musical,8218,8
5/25/2014,Matilda,Musical,11194,8
5/25/2014,Motown The Musical,Musical,11113,8
5/25/2014,Newsies,Musical,9113,8
5/25/2014,Once,Musical,6863,8
5/25/2014,Pippin,Musical,7441,8
5/25/2014,Rock Of Ages,Musical,4045,8
5/25/2014,Rocky,Musical,8858,8
5/25/2014,The Book Of Mormon,Musical,8752,8
5/25/2014,The Lion King,Musical,13604,8
5/25/2014,The Phantom Of The Opera,Musical,12893,8
5/25/2014,Violet,Musical,5220,8
5/25/2014,Wicked,Musical,15316,8
6/1/2014,A Gentleman'S Guide To Love And Murder,Musical,7296,8
6/1/2014,After Midnight,Musical,5901,8
6/1/2014,Aladdin,Musical,13790,8
6/1/2014,Beautiful,Musical,8228,8
6/1/2014,Bullets Over Broadway,Musical,7989,8
6/1/2014,Cabaret '14,Musical,7026,8
6/1/2014,Chicago,Musical,6185,8
6/1/2014,Cinderella,Musical,9708,8
6/1/2014,Hedwig And The Angry Inch,Musical,7212,7
6/1/2014,If/Then,Musical,8844,8
6/1/2014,Jersey Boys,Musical,7094,8
6/1/2014,Kinky Boots,Musical,10970,8
6/1/2014,Les Miserables '14,Musical,9812,8
6/1/2014,Mamma Mia!,Musical,7938,8
6/1/2014,Matilda,Musical,10529,8
6/1/2014,Motown The Musical,Musical,9471,8
6/1/2014,Newsies,Musical,8573,8
6/1/2014,Once,Musical,5283,8
6/1/2014,Pippin,Musical,5542,8
6/1/2014,Rock Of Ages,Musical,3696,8
6/1/2014,Rocky,Musical,7654,8
6/1/2014,The Book Of Mormon,Musical,8752,8
6/1/2014,The Lion King,Musical,13572,8
6/1/2014,The Phantom Of The Opera,Musical,11376,8
6/1/2014,Violet,Musical,4770,8
6/1/2014,Wicked,Musical,14670,8
6/8/2014,A Gentleman'S Guide To Love And Murder,Musical,7313,8
6/8/2014,After Midnight,Musical,6237,8
6/8/2014,Aladdin,Musical,13784,8
6/8/2014,Beautiful,Musical,8253,8
6/8/2014,Bullets Over Broadway,Musical,8345,8
6/8/2014,Cabaret '14,Musical,6998,8
6/8/2014,Chicago,Musical,5733,8
6/8/2014,Cinderella,Musical,10169,8
6/8/2014,Hedwig And The Angry Inch,Musical,7220,7
6/8/2014,Holler If Ya Hear Me,Musical,6182,0
6/8/2014,If/Then,Musical,8719,8
6/8/2014,Jersey Boys,Musical,7240,8
6/8/2014,Kinky Boots,Musical,11022,8
6/8/2014,Les Miserables '14,Musical,9900,8
6/8/2014,Mamma Mia!,Musical,7045,8
6/8/2014,Matilda,Musical,10630,8
6/8/2014,Motown The Musical,Musical,9044,8
6/8/2014,Newsies,Musical,8508,8
6/8/2014,Once,Musical,4965,8
6/8/2014,Pippin,Musical,6028,8
6/8/2014,Rock Of Ages,Musical,3431,8
6/8/2014,Rocky,Musical,7453,8
6/8/2014,The Book Of Mormon,Musical,8734,8
6/8/2014,The Lion King,Musical,13497,8
6/8/2014,The Phantom Of The Opera,Musical,10637,8
6/8/2014,Violet,Musical,4763,8
6/8/2014,Wicked,Musical,15195,8
6/15/2014,A Gentleman'S Guide To Love And Murder,Musical,6984,8
6/15/2014,After Midnight,Musical,6624,8
6/15/2014,Aladdin,Musical,13788,8
6/15/2014,Beautiful,Musical,8266,8
6/15/2014,Bullets Over Broadway,Musical,8616,8
6/15/2014,Cabaret '14,Musical,6584,8
6/15/2014,Chicago,Musical,6079,8
6/15/2014,Cinderella,Musical,10301,8
6/15/2014,Hedwig And The Angry Inch,Musical,7216,7
6/15/2014,Holler If Ya Hear Me,Musical,6719,0
6/15/2014,If/Then,Musical,8642,8
6/15/2014,Jersey Boys,Musical,8439,8
6/15/2014,Kinky Boots,Musical,10909,8
6/15/2014,Les Miserables '14,Musical,10138,8
6/15/2014,Mamma Mia!,Musical,7501,8
6/15/2014,Matilda,Musical,11219,8
6/15/2014,Motown The Musical,Musical,9948,8
6/15/2014,Newsies,Musical,9067,8
6/15/2014,Once,Musical,5557,8
6/15/2014,Pippin,Musical,6487,8
6/15/2014,Rock Of Ages,Musical,3589,8
6/15/2014,Rocky,Musical,8629,8
6/15/2014,The Book Of Mormon,Musical,8752,8
6/15/2014,The Lion King,Musical,13596,8
6/15/2014,The Phantom Of The Opera,Musical,11686,8
6/15/2014,Violet,Musical,4248,8
6/15/2014,Wicked,Musical,15271,8
6/22/2014,A Gentleman'S Guide To Love And Murder,Musical,7212,8
6/22/2014,After Midnight,Musical,7298,8
6/22/2014,Aladdin,Musical,13792,8
6/22/2014,Beautiful,Musical,8260,8
6/22/2014,Bullets Over Broadway,Musical,8351,8
6/22/2014,Cabaret '14,Musical,6957,8
6/22/2014,Chicago,Musical,6845,8
6/22/2014,Cinderella,Musical,11621,8
6/22/2014,Hedwig And The Angry Inch,Musical,7210,7
6/22/2014,Holler If Ya Hear Me,Musical,5196,6
6/22/2014,If/Then,Musical,8757,8
6/22/2014,Jersey Boys,Musical,8907,8
6/22/2014,Kinky Boots,Musical,11042,8
6/22/2014,Les Miserables '14,Musical,10372,8
6/22/2014,Mamma Mia!,Musical,8137,8
6/22/2014,Matilda,Musical,11533,8
6/22/2014,Motown The Musical,Musical,10705,8
6/22/2014,Newsies,Musical,9400,8
6/22/2014,Once,Musical,6046,8
6/22/2014,Pippin,Musical,7058,8
6/22/2014,Rock Of Ages,Musical,4080,8
6/22/2014,Rocky,Musical,8194,8
6/22/2014,The Book Of Mormon,Musical,8752,8
6/22/2014,The Lion King,Musical,13602,8
6/22/2014,The Phantom Of The Opera,Musical,11828,8
6/22/2014,Violet,Musical,4295,8
6/22/2014,Wicked,Musical,15424,8
6/29/2014,A Gentleman'S Guide To Love And Murder,Musical,7288,8
6/29/2014,After Midnight,Musical,8183,8
6/29/2014,Aladdin,Musical,13784,8
6/29/2014,Beautiful,Musical,8257,8
6/29/2014,Bullets Over Broadway,Musical,6974,8
6/29/2014,Cabaret '14,Musical,6671,8
6/29/2014,Chicago,Musical,6492,8
6/29/2014,Cinderella,Musical,11785,8
6/29/2014,Hedwig And The Angry Inch,Musical,7212,7
6/29/2014,Holler If Ya Hear Me,Musical,3549,8
6/29/2014,If/Then,Musical,9265,8
6/29/2014,Jersey Boys,Musical,8960,8
6/29/2014,Kinky Boots,Musical,11060,8
6/29/2014,Les Miserables '14,Musical,10169,8
6/29/2014,Mamma Mia!,Musical,8113,8
6/29/2014,Matilda,Musical,11504,8
6/29/2014,Motown The Musical,Musical,10261,8
6/29/2014,Newsies,Musical,9209,8
6/29/2014,Once,Musical,6080,8
6/29/2014,Pippin,Musical,7106,8
6/29/2014,Rock Of Ages,Musical,3950,8
6/29/2014,Rocky,Musical,8244,8
6/29/2014,The Book Of Mormon,Musical,8752,8
6/29/2014,The Lion King,Musical,13601,8
6/29/2014,The Phantom Of The Opera,Musical,11147,8
6/29/2014,Violet,Musical,4340,8
6/29/2014,Wicked,Musical,15354,8
7/6/2014,A Gentleman'S Guide To Love And Murder,Musical,7295,8
7/6/2014,Aladdin,Musical,13785,8
7/6/2014,Beautiful,Musical,8256,8
7/6/2014,Bullets Over Broadway,Musical,6682,8
7/6/2014,Cabaret '14,Musical,6311,8
7/6/2014,Chicago,Musical,6502,8
7/6/2014,Cinderella,Musical,9307,8
7/6/2014,Hedwig And The Angry Inch,Musical,7214,7
7/6/2014,Holler If Ya Hear Me,Musical,4726,8
7/6/2014,If/Then,Musical,8921,8
7/6/2014,Jersey Boys,Musical,8787,8
7/6/2014,Kinky Boots,Musical,10788,8
7/6/2014,Les Miserables '14,Musical,10383,8
7/6/2014,Mamma Mia!,Musical,8209,8
7/6/2014,Matilda,Musical,11446,8
7/6/2014,Motown The Musical,Musical,9092,8
7/6/2014,Newsies,Musical,8711,8
7/6/2014,Once,Musical,7404,8
7/6/2014,Pippin,Musical,6569,8
7/6/2014,Rock Of Ages,Musical,4049,8
7/6/2014,Rocky,Musical,9015,8
7/6/2014,The Book Of Mormon,Musical,8752,8
7/6/2014,The Lion King,Musical,13601,8
7/6/2014,The Phantom Of The Opera,Musical,11666,8
7/6/2014,Violet,Musical,3971,7
7/6/2014,Wicked,Musical,15387,8
7/13/2014,A Gentleman'S Guide To Love And Murder,Musical,7298,8
7/13/2014,Aladdin,Musical,13783,8
7/13/2014,Beautiful,Musical,8254,8
7/13/2014,Bullets Over Broadway,Musical,7920,8
7/13/2014,Cabaret '14,Musical,6701,8
7/13/2014,Chicago,Musical,6461,8
7/13/2014,Cinderella,Musical,9203,8
7/13/2014,Hedwig And The Angry Inch,Musical,7213,7
7/13/2014,Holler If Ya Hear Me,Musical,4031,8
7/13/2014,If/Then,Musical,8879,8
7/13/2014,Jersey Boys,Musical,8544,8
7/13/2014,Kinky Boots,Musical,10311,8
7/13/2014,Les Miserables '14,Musical,9972,8
7/13/2014,Mamma Mia!,Musical,8297,8
7/13/2014,Matilda,Musical,11501,8
7/13/2014,Motown The Musical,Musical,9224,8
7/13/2014,Newsies,Musical,9273,8
7/13/2014,Once,Musical,5699,8
7/13/2014,Pippin,Musical,5946,8
7/13/2014,Rock Of Ages,Musical,3674,8
7/13/2014,Rocky,Musical,7693,8
7/13/2014,The Book Of Mormon,Musical,8752,8
7/13/2014,The Lion King,Musical,13384,8
7/13/2014,The Phantom Of The Opera,Musical,11500,8
7/13/2014,Violet,Musical,4426,8
7/13/2014,Wicked,Musical,15014,8
7/20/2014,A Gentleman'S Guide To Love And Murder,Musical,7345,8
7/20/2014,Aladdin,Musical,13781,8
7/20/2014,Beautiful,Musical,8270,8
7/20/2014,Bullets Over Broadway,Musical,8725,8
7/20/2014,Cabaret '14,Musical,6831,8
7/20/2014,Chicago,Musical,7517,8
7/20/2014,Cinderella,Musical,10225,8
7/20/2014,Hedwig And The Angry Inch,Musical,7214,7
7/20/2014,Holler If Ya Hear Me,Musical,6758,8
7/20/2014,If/Then,Musical,8680,8
7/20/2014,Jersey Boys,Musical,8687,8
7/20/2014,Kinky Boots,Musical,11042,8
7/20/2014,Les Miserables '14,Musical,10798,8
7/20/2014,Mamma Mia!,Musical,8766,8
7/20/2014,Matilda,Musical,11544,8
7/20/2014,Motown The Musical,Musical,10290,8
7/20/2014,Newsies,Musical,9359,8
7/20/2014,Once,Musical,6690,8
7/20/2014,Pippin,Musical,7296,8
7/20/2014,Rock Of Ages,Musical,4066,8
7/20/2014,Rocky,Musical,8333,8
7/20/2014,The Book Of Mormon,Musical,9846,9
7/20/2014,The Lion King,Musical,15155,9
7/20/2014,The Phantom Of The Opera,Musical,12368,8
7/20/2014,Violet,Musical,4696,8
7/20/2014,Wicked,Musical,15375,8
7/27/2014,A Gentleman'S Guide To Love And Murder,Musical,7330,8
7/27/2014,Aladdin,Musical,13775,8
7/27/2014,Beautiful,Musical,8272,8
7/27/2014,Bullets Over Broadway,Musical,8985,8
7/27/2014,Cabaret '14,Musical,6790,8
7/27/2014,Chicago,Musical,7598,8
7/27/2014,Cinderella,Musical,11262,8
7/27/2014,Hedwig And The Angry Inch,Musical,7212,7
7/27/2014,If/Then,Musical,9283,8
7/27/2014,Jersey Boys,Musical,9085,8
7/27/2014,Kinky Boots,Musical,10997,8
7/27/2014,Les Miserables '14,Musical,10886,8
7/27/2014,Mamma Mia!,Musical,8863,8
7/27/2014,Matilda,Musical,11540,8
7/27/2014,Motown The Musical,Musical,10220,8
7/27/2014,Newsies,Musical,9461,8
7/27/2014,Once,Musical,6218,8
7/27/2014,Pippin,Musical,7673,8
7/27/2014,Rock Of Ages,Musical,4148,8
7/27/2014,Rocky,Musical,9278,8
7/27/2014,The Book Of Mormon,Musical,8752,8
7/27/2014,The Lion King,Musical,13604,8
7/27/2014,The Phantom Of The Opera,Musical,12634,8
7/27/2014,Violet,Musical,4852,8
7/27/2014,Wicked,Musical,15423,8
8/3/2014,A Gentleman'S Guide To Love And Murder,Musical,7322,8
8/3/2014,Aladdin,Musical,13784,8
8/3/2014,Beautiful,Musical,8141,8
8/3/2014,Bullets Over Broadway,Musical,9028,8
8/3/2014,Cabaret '14,Musical,6868,8
8/3/2014,Chicago,Musical,7583,8
8/3/2014,Cinderella,Musical,10562,8
8/3/2014,Hedwig And The Angry Inch,Musical,7214,7
8/3/2014,If/Then,Musical,8533,8
8/3/2014,Jersey Boys,Musical,8578,8
8/3/2014,Kinky Boots,Musical,10972,8
8/3/2014,Les Miserables '14,Musical,10796,8
8/3/2014,Mamma Mia!,Musical,8938,8
8/3/2014,Matilda,Musical,11546,8
8/3/2014,Motown The Musical,Musical,10893,8
8/3/2014,Newsies,Musical,9289,8
8/3/2014,Once,Musical,6840,8
8/3/2014,Pippin,Musical,7308,8
8/3/2014,Rock Of Ages,Musical,4137,8
8/3/2014,Rocky,Musical,10152,8
8/3/2014,The Book Of Mormon,Musical,8752,8
8/3/2014,The Lion King,Musical,15306,9
8/3/2014,The Phantom Of The Opera,Musical,12647,8
8/3/2014,Violet,Musical,5309,8
8/3/2014,Wicked,Musical,16746,9
8/10/2014,A Gentleman'S Guide To Love And Murder,Musical,7312,8
8/10/2014,Aladdin,Musical,13786,8
8/10/2014,Beautiful,Musical,8217,8
8/10/2014,Bullets Over Broadway,Musical,9458,8
8/10/2014,Cabaret '14,Musical,6354,8
8/10/2014,Chicago,Musical,7630,8
8/10/2014,Cinderella,Musical,10665,8
8/10/2014,Hedwig And The Angry Inch,Musical,7218,7
8/10/2014,If/Then,Musical,8421,8
8/10/2014,Jersey Boys,Musical,8393,8
8/10/2014,Kinky Boots,Musical,11105,8
8/10/2014,Les Miserables '14,Musical,10193,8
8/10/2014,Mamma Mia!,Musical,9126,8
8/10/2014,Matilda,Musical,11496,8
8/10/2014,Motown The Musical,Musical,10206,8
8/10/2014,Newsies,Musical,9245,8
8/10/2014,Once,Musical,6292,8
8/10/2014,Pippin,Musical,6956,8
8/10/2014,Rock Of Ages,Musical,4052,8
8/10/2014,Rocky,Musical,10308,8
8/10/2014,The Book Of Mormon,Musical,8752,8
8/10/2014,The Lion King,Musical,13601,8
8/10/2014,The Phantom Of The Opera,Musical,12560,8
8/10/2014,Violet,Musical,5863,8
8/10/2014,Wicked,Musical,15400,8
8/17/2014,A Gentleman'S Guide To Love And Murder,Musical,7307,8
8/17/2014,Aladdin,Musical,13784,8
8/17/2014,Beautiful,Musical,8104,8
